"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
repeat_contact_d2_rep_16,contact_day_2_repeat,,radio,"Did you have contact with [day_1_diary_arm_1][contact_id_d1][16] on the first day of contact diary?","0, No | 1, Yes | 2, I don't remember",,,,,,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 16) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 16)",y,,,,,
touch_contact_d2_rep_16,contact_day_2_repeat,,radio,"Did you touch?","0, No | 1, Yes | 2, Do not remember",,,,,,"[repeat_contact_d2_rep_16]=""1""",y,,,,,
where_contact_d2_rep_16,contact_day_2_repeat,,radio,"Did the contact occur indoors or outdoors?","0, Indoors | 1, Outdoors | 2, Both",,,,,,"[repeat_contact_d2_rep_16]=""1""",y,,,,,
location_contact_d2_rep_16,contact_day_2_repeat,,checkbox,"Where did you have the contact? Select all possible answers.","0, My home | 1, Other home | 2, School | 3, Work | 4, Transport/ Hub | 5, Market/Shop | 6, Street | 7, Well | 8, Agricultural Field | 9, Playground | 10, Place of worship | 11, Other",,,,,,"[repeat_contact_d2_rep_16]=""1""",y,,,,,
location_contact_other_d2_rep_16,contact_day_2_repeat,,text,"If other location, please specify.",,,,,,,"[location_contact_d2_rep_16(12)]=""1""",y,,,,,
contact_mask_d2_rep_16,contact_day_2_repeat,,radio,"Was this individual wearing a mask when you had contact?","0, No, no mask was worn during the encounter | 1, Yes, for the entire encounter | 2, Yes, during parts of encounter | 3, I don't remember",,,,,,"[repeat_contact_d2_rep_16]=""1""",y,,,,,
duration_contact_d2_rep_16,contact_day_2_repeat,,radio,"What was the total time spent with the contact on this day?","0, < 5 mins | 1, 5-15 mins | 2, 16-30 mins | 3, 31 mins - 1 hr | 4, 1-4 hr | 5, >4 hrs",,,,,,"[repeat_contact_d2_rep_16]=""1""",y,,,,,
frequency_contact_d2_rep_16,contact_day_2_repeat,,radio,"In the past 6 months, how often have you had contact with this person?","0, Never met before (0) | 1, Rarely | 2, Daily or almost daily | 3, 1-3 times per week | 4, Once every 2 weeks | 5, Once per month | 6, Once every 3 months",,,,,,"[repeat_contact_d2_rep_16]=""1""",y,,,,,
known_contact_d2_rep_16,contact_day_2_repeat,,radio,"How long have you known this person?","0, Never met before | 1, Less than a year | 2, 1-2 years | 3, 3-5 years | 4, 6-10 years | 5, More than 10 years",,,,,,"[repeat_contact_d2_rep_16]=""1""",y,,,,,
repeat_contact_d2_rep_17,contact_day_2_repeat,,radio,"Did you have contact with [day_1_diary_arm_1][contact_id_d1][17] on the first day of contact diary?","0, No | 1, Yes | 2, I don't remember",,,,,,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 17) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 17)",y,,,,,
touch_contact_d2_rep_17,contact_day_2_repeat,,radio,"Did you touch?","0, No | 1, Yes | 2, Do not remember",,,,,,"[repeat_contact_d2_rep_17]=""1""",y,,,,,
where_contact_d2_rep_17,contact_day_2_repeat,,radio,"Did the contact occur indoors or outdoors?","0, Indoors | 1, Outdoors | 2, Both",,,,,,"[repeat_contact_d2_rep_17]=""1""",y,,,,,
location_contact_d2_rep_17,contact_day_2_repeat,,checkbox,"Where did you have the contact? Select all possible answers.","0, My home | 1, Other home | 2, School | 3, Work | 4, Transport/ Hub | 5, Market/Shop | 6, Street | 7, Well | 8, Agricultural Field | 9, Playground | 10, Place of worship | 11, Other",,,,,,"[repeat_contact_d2_rep_17]=""1""",y,,,,,
location_contact_other_d2_rep_17,contact_day_2_repeat,,text,"If other location, please specify.",,,,,,,"[location_contact_d2_rep_17(12)]=""1""",y,,,,,
contact_mask_d2_rep_17,contact_day_2_repeat,,radio,"Was this individual wearing a mask when you had contact?","0, No, no mask was worn during the encounter | 1, Yes, for the entire encounter | 2, Yes, during parts of encounter | 3, I don't remember",,,,,,"[repeat_contact_d2_rep_17]=""1""",y,,,,,
duration_contact_d2_rep_17,contact_day_2_repeat,,radio,"What was the total time spent with the contact on this day?","0, < 5 mins | 1, 5-15 mins | 2, 16-30 mins | 3, 31 mins - 1 hr | 4, 1-4 hr | 5, >4 hrs",,,,,,"[repeat_contact_d2_rep_17]=""1""",y,,,,,
frequency_contact_d2_rep_17,contact_day_2_repeat,,radio,"In the past 6 months, how often have you had contact with this person?","0, Never met before (0) | 1, Rarely | 2, Daily or almost daily | 3, 1-3 times per week | 4, Once every 2 weeks | 5, Once per month | 6, Once every 3 months",,,,,,"[repeat_contact_d2_rep_17]=""1""",y,,,,,
known_contact_d2_rep_17,contact_day_2_repeat,,radio,"How long have you known this person?","0, Never met before | 1, Less than a year | 2, 1-2 years | 3, 3-5 years | 4, 6-10 years | 5, More than 10 years",,,,,,"[repeat_contact_d2_rep_17]=""1""",y,,,,,
repeat_contact_d2_rep_18,contact_day_2_repeat,,radio,"Did you have contact with [day_1_diary_arm_1][contact_id_d1][18] on the first day of contact diary?","0, No | 1, Yes | 2, I don't remember",,,,,,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 18) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 18)",y,,,,,
touch_contact_d2_rep_18,contact_day_2_repeat,,radio,"Did you touch?","0, No | 1, Yes | 2, Do not remember",,,,,,"[repeat_contact_d2_rep_18]=""1""",y,,,,,
where_contact_d2_rep_18,contact_day_2_repeat,,radio,"Did the contact occur indoors or outdoors?","0, Indoors | 1, Outdoors | 2, Both",,,,,,"[repeat_contact_d2_rep_18]=""1""",y,,,,,
location_contact_d2_rep_18,contact_day_2_repeat,,checkbox,"Where did you have the contact? Select all possible answers.","0, My home | 1, Other home | 2, School | 3, Work | 4, Transport/ Hub | 5, Market/Shop | 6, Street | 7, Well | 8, Agricultural Field | 9, Playground | 10, Place of worship | 11, Other",,,,,,"[repeat_contact_d2_rep_18]=""1""",y,,,,,
location_contact_other_d2_rep_18,contact_day_2_repeat,,text,"If other location, please specify.",,,,,,,"[location_contact_d2_rep_18(12)]=""1""",y,,,,,
contact_mask_d2_rep_18,contact_day_2_repeat,,radio,"Was this individual wearing a mask when you had contact?","0, No, no mask was worn during the encounter | 1, Yes, for the entire encounter | 2, Yes, during parts of encounter | 3, I don't remember",,,,,,"[repeat_contact_d2_rep_18]=""1""",y,,,,,
duration_contact_d2_rep_18,contact_day_2_repeat,,radio,"What was the total time spent with the contact on this day?","0, < 5 mins | 1, 5-15 mins | 2, 16-30 mins | 3, 31 mins - 1 hr | 4, 1-4 hr | 5, >4 hrs",,,,,,"[repeat_contact_d2_rep_18]=""1""",y,,,,,
frequency_contact_d2_rep_18,contact_day_2_repeat,,radio,"In the past 6 months, how often have you had contact with this person?","0, Never met before (0) | 1, Rarely | 2, Daily or almost daily | 3, 1-3 times per week | 4, Once every 2 weeks | 5, Once per month | 6, Once every 3 months",,,,,,"[repeat_contact_d2_rep_18]=""1""",y,,,,,
known_contact_d2_rep_18,contact_day_2_repeat,,radio,"How long have you known this person?","0, Never met before | 1, Less than a year | 2, 1-2 years | 3, 3-5 years | 4, 6-10 years | 5, More than 10 years",,,,,,"[repeat_contact_d2_rep_18]=""1""",y,,,,,
repeat_contact_d2_rep_19,contact_day_2_repeat,,radio,"Did you have contact with [day_1_diary_arm_1][contact_id_d1][19] on the first day of contact diary?","0, No | 1, Yes | 2, I don't remember",,,,,,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 19) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 19)",y,,,,,
touch_contact_d2_rep_19,contact_day_2_repeat,,radio,"Did you touch?","0, No | 1, Yes | 2, Do not remember",,,,,,"[repeat_contact_d2_rep_19]=""1""",y,,,,,
where_contact_d2_rep_19,contact_day_2_repeat,,radio,"Did the contact occur indoors or outdoors?","0, Indoors | 1, Outdoors | 2, Both",,,,,,"[repeat_contact_d2_rep_19]=""1""",y,,,,,
location_contact_d2_rep_19,contact_day_2_repeat,,checkbox,"Where did you have the contact? Select all possible answers.","0, My home | 1, Other home | 2, School | 3, Work | 4, Transport/ Hub | 5, Market/Shop | 6, Street | 7, Well | 8, Agricultural Field | 9, Playground | 10, Place of worship | 11, Other",,,,,,"[repeat_contact_d2_rep_19]=""1""",y,,,,,
location_contact_other_d2_rep_19,contact_day_2_repeat,,text,"If other location, please specify.",,,,,,,"[location_contact_d2_rep_19(12)]=""1""",y,,,,,
contact_mask_d2_rep_19,contact_day_2_repeat,,radio,"Was this individual wearing a mask when you had contact?","0, No, no mask was worn during the encounter | 1, Yes, for the entire encounter | 2, Yes, during parts of encounter | 3, I don't remember",,,,,,"[repeat_contact_d2_rep_19]=""1""",y,,,,,
duration_contact_d2_rep_19,contact_day_2_repeat,,radio,"What was the total time spent with the contact on this day?","0, < 5 mins | 1, 5-15 mins | 2, 16-30 mins | 3, 31 mins - 1 hr | 4, 1-4 hr | 5, >4 hrs",,,,,,"[repeat_contact_d2_rep_19]=""1""",y,,,,,
frequency_contact_d2_rep_19,contact_day_2_repeat,,radio,"In the past 6 months, how often have you had contact with this person?","0, Never met before (0) | 1, Rarely | 2, Daily or almost daily | 3, 1-3 times per week | 4, Once every 2 weeks | 5, Once per month | 6, Once every 3 months",,,,,,"[repeat_contact_d2_rep_19]=""1""",y,,,,,
known_contact_d2_rep_19,contact_day_2_repeat,,radio,"How long have you known this person?","0, Never met before | 1, Less than a year | 2, 1-2 years | 3, 3-5 years | 4, 6-10 years | 5, More than 10 years",,,,,,"[repeat_contact_d2_rep_19]=""1""",y,,,,,
repeat_contact_d2_rep_20,contact_day_2_repeat,,radio,"Did you have contact with [day_1_diary_arm_1][contact_id_d1][20] on the first day of contact diary?","0, No | 1, Yes | 2, I don't remember",,,,,,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 20) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 20)",y,,,,,
touch_contact_d2_rep_20,contact_day_2_repeat,,radio,"Did you touch?","0, No | 1, Yes | 2, Do not remember",,,,,,"[repeat_contact_d2_rep_20]=""1""",y,,,,,
where_contact_d2_rep_20,contact_day_2_repeat,,radio,"Did the contact occur indoors or outdoors?","0, Indoors | 1, Outdoors | 2, Both",,,,,,"[repeat_contact_d2_rep_20]=""1""",y,,,,,
location_contact_d2_rep_20,contact_day_2_repeat,,checkbox,"Where did you have the contact? Select all possible answers.","0, My home | 1, Other home | 2, School | 3, Work | 4, Transport/ Hub | 5, Market/Shop | 6, Street | 7, Well | 8, Agricultural Field | 9, Playground | 10, Place of worship | 11, Other",,,,,,"[repeat_contact_d2_rep_20]=""1""",y,,,,,
location_contact_other_d2_rep_20,contact_day_2_repeat,,text,"If other location, please specify.",,,,,,,"[location_contact_d2_rep_20(12)]=""1""",y,,,,,
contact_mask_d2_rep_20,contact_day_2_repeat,,radio,"Was this individual wearing a mask when you had contact?","0, No, no mask was worn during the encounter | 1, Yes, for the entire encounter | 2, Yes, during parts of encounter | 3, I don't remember",,,,,,"[repeat_contact_d2_rep_20]=""1""",y,,,,,
duration_contact_d2_rep_20,contact_day_2_repeat,,radio,"What was the total time spent with the contact on this day?","0, < 5 mins | 1, 5-15 mins | 2, 16-30 mins | 3, 31 mins - 1 hr | 4, 1-4 hr | 5, >4 hrs",,,,,,"[repeat_contact_d2_rep_20]=""1""",y,,,,,
frequency_contact_d2_rep_20,contact_day_2_repeat,,radio,"In the past 6 months, how often have you had contact with this person?","0, Never met before (0) | 1, Rarely | 2, Daily or almost daily | 3, 1-3 times per week | 4, Once every 2 weeks | 5, Once per month | 6, Once every 3 months",,,,,,"[repeat_contact_d2_rep_20]=""1""",y,,,,,
known_contact_d2_rep_20,contact_day_2_repeat,,radio,"How long have you known this person?","0, Never met before | 1, Less than a year | 2, 1-2 years | 3, 3-5 years | 4, 6-10 years | 5, More than 10 years",,,,,,"[repeat_contact_d2_rep_20]=""1""",y,,,,,
day2_contact_descriptive,contact_day_2,,descriptive,"The following instrument will collect data on each contact contacted by the participant on day 2 of the diary. This section should be answered by the participant after two days of diary-keeping. You should add an instance for each contact contacted on day 2 and answer all questions for each contact. For example, if the participant had 10 contacts in day 2, you should have 10 instances.",,,,,,,,,,,,,
contact_id_d2,contact_day_2,"Day 2 Contacts (Repeat for each person contacted)",text,"Contact person name or nickname ",,,,,,,,y,,,,,
contact_age_yn_d2,contact_day_2,,radio,"Do you know the age of the contact?","0, No | 1, Yes",,,,,,,y,,,,,
age_contact_d2,contact_day_2,,text,"What is the age of contact (Enter if exact age is known)?",,,number,0,110,,[contact_age_yn_d2]='1',y,,,,,
age_group_contact_d2,contact_day_2,,radio,"If you do not know the exact age, please estimate the age group of the contact.","0, < 6 months | 1, 6-11 months | 2, 1-4 yrs | 3, 5-9 yrs | 4, 10-19 yrs | 5, 20-29 yrs | 6, 30-39 yrs | 7, 40-49 yrs | 8, 50-59 yrs | 9, 60+ yrs | 10, I don't know",,,,,,[contact_age_yn_d2]='0',y,,,,,
sex_contact_d2,contact_day_2,,radio,"What is the sex of the contact?","0, Female | 1, Male | 2, Transsexual Female | 3, Transsexual Male | 4, Other",,,,,,,y,,,,,
sex_contact_other_d2,contact_day_2,,text,"Please specify other",,,,,,,"[sex_contact_d2]=""4""",,,,,,
touch_contact_d2,contact_day_2,,radio,"Did you touch?","0, No | 1, Yes | 2, Do not remember",,,,,,,y,,,,,
where_contact_d2,contact_day_2,,radio,"Did the contact occur indoors or outdoors?","0, Indoors | 1, Outdoors | 2, Both",,,,,,,y,,,,,
location_contact_d2,contact_day_2,,checkbox,"Where did you have the contact? Select all possible answers.","0, My home | 1, Other home | 2, School | 3, Work | 4, Transport/ Hub | 5, Market/Shop | 6, Street | 7, Well | 8, Agricultural Field | 9, Playground | 10, Place of worship | 11, Other",,,,,,,y,,,,,
location_contact_other_d2,contact_day_2,,text,"If other location, please specify.",,,,,,,"[location_contact_d2(12)]=""1""",y,,,,,
contact_mask_d2,contact_day_2,,radio,"Was this individual wearing a mask when you had contact?","0, No | 1, Yes | 2, I don't remember",,,,,,,,,,,,
duration_contact_d2,contact_day_2,,radio,"What was the total time spent with the contact on this day?","0, < 5 mins | 1, 5-15 mins | 2, 16-30 mins | 3, 31 mins - 1 hr | 4, 1-4 hrs | 5, >4 hrs",,,,,,,y,,,,,
frequency_contact_d2,contact_day_2,,radio,"In the past 6 months, how often have you had contact with this person?","0, Never met before (0) | 1, Rarely | 2, Daily or almost daily | 3, 1-3 times per week | 4, Once every 2 weeks | 5, Once per month | 6, Once every 3 months",,,,,,,y,,,,,
known_contact_d2,contact_day_2,,radio,"How long have you known this person?","0, Never met before | 1, Less than a year | 2, 1-2 years | 3, 3-5 years | 4, 6-10 years | 5, More than 10 years",,,,,,,y,,,,,
day2_place_descriptive,place_use_day_2,,descriptive,"The following instrument will collect data on each place visited by the participant on day 2 of the diary. This section should be answered by the participant after two days of diary-keeping. You should add an instance for each place visited by the participant and answer all places for each contact. For example, if 10 places were visited, you should have 10 instances.",,,,,,,,,,,,,
place_name_d2,place_use_day_2,"Day 2 Place-use (Repeat for each place visited)",text,"What is the name or code name of the place you visited?",,,,,,,,y,,,,,
place_visited_d2,place_use_day_2,,radio,"Select the type of location that you visited.","0, My home | 1, Other home | 2, School | 3, Work | 4, Transport/ Hub | 5, Market/Shop | 6, Street | 7, Well | 8, Agricultural Field | 9, Playground | 10, Place of worship | 11, Other",,,,,,,y,,,,,
place_visited_d2_other,place_use_day_2,,text,"If other, please specify.",,,alpha_only,,,,[place_visited_d2]='12',y,,,,,
num_pax_place_d2,place_use_day_2,,text,"Approximately how many people were in this location?",,,,,,,,y,,,,,
time_visited_d2,place_use_day_2,,radio,"How much time did you spend at this location over the entire day?","0, < 5 mins | 1, 5-15 mins | 2, 16-30 mins | 3, 31 mins - 1 hr | 4, 1-4 hrs | 5, >4 hrs",,,,,,,y,,,,,
visited_frequency_d2,place_use_day_2,,radio,"Other than this visit, in the last 6 months, how often do you visit this place?","0, Never met before (0) | 1, Rarely | 2, Daily or almost daily | 3, 1-3 times per week | 4, Once every 2 weeks | 5, Once per month | 6, Once every 3 months",,,,,,,y,,,,,
contacts_completedby,post_contact_survey,,radio,"Did the participant complete the contact diaries alone throughout day 1 and day 2 or were the contact diaries completed with the Field Worker on the day of collection? ","0, Completed by participant throughout day 1 and day 2 | 1, Completed with FW on the day of collection",,,,,,,y,,,,,
exit_description,post_contact_survey,,descriptive,"The following instrument  should be answered by the participant after two days of diary-keeping. ",,,,,,,,,,,,,
all_contacts,post_contact_survey,"Post contact survey",radio,"Were you able to include every single contact?","0, No | 1, Yes | 2, I don't know","If answering for child, respond for child. You may have large numbers of contacts in a day because for example, you work in a shop",,,,,,y,,,,,
contact_compare,post_contact_survey,,radio,"On a scale of 1-5, how did the 2 days on which you reported your contact compare to a typical day?","1, 1 - Much fewer contacts then usual | 2, 2 - Fewer contacts than usual | 3, 3 - About the same as usual | 4, 4 - More contacts than usual | 5, 5 - Much more contacts than usual","If answering for child, respond for child.",,,,,,y,,,,,
behavior_change,post_contact_survey,"Behavior change",radio,"Do you think your social behavior has changed following the start of COVID-19? Social behavior refers to your interactions with other people, such as talking face-to-face, visiting their homes, meeting outside the home, etc. ","1, No change. I interact with people the same way that I used to before | 2, My interactions have increased | 3, My interactions have reduced | 4, I don't know","Start of COVID-19 is defined as when the first case of COVID-19 occurred in Mozambique on March 22nd, 2020. If answering for child, respond for child.",,,,,,y,,,,,
movement_change,post_contact_survey,"Movement change",radio,"How do you think your movements have changed following the start of COVID-19?","1, No change. I still move around the same way that I used to before | 2, My movements have increased | 3, My movements have have reduced | 4, I don't know","Start of COVID-19 is defined as when the first case of COVID-19 occurred in Mozambique on March 22nd, 2020. f answering for child, respond for child.",,,,,,y,,,,,
days_left_home,post_contact_survey,"Social distancing measures",radio,"During the past 14 days, how many days did you leave your home? ","0, 0 | 1, 1-3 times | 2, 4-7 times | 3, More than 7 times | 4, I don't know | 5, I prefer not to answer",,,,,,,y,,,,,
activities,post_contact_survey,,checkbox,"For which activities have you left your home in the last 14 days?","1, Go to work | 2, Go to school | 3, Attend religious service | 4, Seek health care | 5, Go to the market | 6, Visiting family/friends | 7, Did not leave home | 8, Other"," If answering for child, respond for child.",,,,,"[days_left_home] = '1' or [days_left_home] = '2' or [days_left_home] = '3' or [days_left_home] = '4' or [days_left_home] = '5'",,,,,," @NONEOFTHEABOVE='7'"
